video_id,sen_id,caption
video6540,25503,a film shooting is in progress in this video
video6541,386,a man running in football gear
video6542,108521,an athlete in a red shirt runs around a large track past a red and white tent
video6543,69234,scene from a tv show
video6544,84182,a man is holding a hat
video6545,131251,a man is preparing a dish and explaining how he uses the stock
video6546,56987,a person is pushing buttons on a car steering wheel
video6547,81060,a cooking demonstration on how to make fried cheese puffs
video6548,1181,a girl introducing herself on stage
video6549,51812,four young girls are sitting and laughing
video655,132101,there are some people playing volleyball very interestingly
video6550,77693,man test driving car
video6551,91355,simon cowell sits in judgement of a talent show
video6552,140015,a person with brown dress is talking to the media
video6553,121803,richard hammond talks about how boring and cheap is the interior of his volkswagen
video6554,72972,everyone was handling a firearm
video6555,36726,a soccer player drop kicks someone
video6556,67292,footage of a ww2 movie featuring soldiers
video6557,68621,a guy in a kitchen adds ingredients to a pot
video6558,13416,someone is using a rubix cube
video6559,81012,couple watching a girl running in the ground
video656,116899,a man is riding on the horse
video6560,52793,a woman offers her dog some food
video6561,34088,a man is toasting spices in a cooking pan
video6562,114890,a boy and a girl having a conversation on a kids tv show
video6563,20278,musicians on stage performing
video6564,107283,there is a woman talking in front of a building
video6565,24229,a person is playing golf
video6566,86789,cartoons are laughing
video6567,45895,two men argue about hanging a picture on the wall
video6568,543,a couple on a romantic date in a bud light commercial
video6569,127562,someone is narrating over scenes from the jungle book animals are kissing a boy and dancing with him
video657,110587,this hyper youtuber is talking about what she will do when her favorite tv shows end
video6570,107559,a person showing bunny photo on the camera
video6571,60899,a man talking to a camera
video6572,110482,a man is pleased with his test results and ran the everest test as well
video6573,19123,a man is commentating over sims gameplay
video6574,20635,live concert performed in the park
video6575,107660,medical technicians look at chemicals in bottles and into a microscope
video6576,139567,man says welcome then he has striped shirt black coat he has complete white skin
video6577,39620,a girl in a chair sings and plays the piano for the camera
video6578,107960,a women is adjusting the view of a scope in a science lab
video6579,30404,a group of women are being interviewed
video658,116803,two people are playing a game of table tennis in slow motion
video6580,2158,the person is visiting the cemetary
video6581,97334,man in white shirt is in the room with brunette woman
video6582,59658,a person is cooking
video6583,98990,two doubles teams play a point in a badminton match
video6584,137597,the romantic song the heroin is still not in a mood of romance and getting bored
video6585,78906,a man is explaining a dance
video6586,1464,a stroller is showcased
video6587,124489,the persons are doing the exercise like lifting the rod
video6588,128291,a group of indian men dressed in uniforms talk together
video6589,92968,music plays in the background while a person uses computer software
video659,88338,a trailer video of batman movie  the dark night rises
video6590,93924,a man is holding up a trophy
video6591,3623,a woman is peaking with an older woman about documents
video6592,25564,a man and woman are talking
video6593,80335,hillary is giving a campaign speech and explaining why she won t let the republicans take away democratic progress
video6594,106538,showing the panoramic view of the skeing area
video6595,76660,a car s meter is displaying
video6596,51129,a video game player runs down a beach holding a gun
video6597,68764,a girl colors fan blades rainbow colors
video6598,49813,two women are talking about some creative hand bags
video6599,86443,a woman explaining her side of the story
video66,69582,a contestant on the voice singing while the judges listen
video660,8196,video showing some video game character walking
